# Nextprot proteins with GO term GO:0006355 » Regulation of transcription, DNA-templated, mapped in UniProt to Ensembl gene ids on June 3rd, 2015
From	To
Q9UHI6	ENSG00000064703
Q9UJV9	ENSG00000183258
P17844	ENSG00000108654
O95786	ENSG00000107201
O76071	ENSG00000144021
Q9UJV3	ENSG00000080561
Q9BZR9	ENSG00000171206
P28370	ENSG00000102038
P51531	ENSG00000080503
Q7Z333	ENSG00000107290
Q9NQW5	ENSG00000126856
Q15652	ENSG00000171988
Q13395	ENSG00000059588
Q93008	ENSG00000124486
O00507	ENSG00000114374
P01133	ENSG00000138798
O14944	ENSG00000124882
P07737	ENSG00000108518
P06401	ENSG00000082175
Q53EL6	ENSG00000150593
P35232	ENSG00000167085
Q99623	ENSG00000215021
Q14005	ENSG00000172349
Q9HCU5	ENSG00000138073
Q9UQ80	ENSG00000170515
Q8IZL8	ENSG00000141456
Q12796	ENSG00000146278
Q9NPJ4	ENSG00000189266
Q9NZ81	ENSG00000205352
Q6PGN9	ENSG00000134222
Q02297	ENSG00000157168
P01189	ENSG00000115138
P29122	ENSG00000140479
Q92786	ENSG00000117707
Q3B8N5	ENSG00000119608
Q16647	ENSG00000124212
Q9H7Z7	ENSG00000148334
Q86YD1	ENSG00000104960
P60900	ENSG00000100902
Q9NY61	ENSG00000275700
P55197	ENSG00000078403
Q13015	ENSG00000213190
P42568	ENSG00000171843
Q9Y2J8	ENSG00000117115
Q9UM07	ENSG00000159339
Q9UM07	ENSG00000280908
Q99873	ENSG00000126457
P55345	ENSG00000160310
O60678	ENSG00000185238
O14744	ENSG00000100462
Q96LA8	ENSG00000198890
Q9NVM4	ENSG00000132600
Q9NR22	ENSG00000111218
Q9UL18	ENSG00000092847
Q9UKV8	ENSG00000123908
P25116	ENSG00000181104
P55085	ENSG00000164251
Q92858	ENSG00000172238
Q8N100	ENSG00000179774
Q96SQ7	ENSG00000168874
Q9UN42	ENSG00000101892
Q8N9N5	ENSG00000172530
Q9HBH7	ENSG00000133169
P62324	ENSG00000133639
P78543	ENSG00000159388
P41223	ENSG00000106245
Q6P1S2	ENSG00000174928
Q96RK0	ENSG00000079432
Q06455	ENSG00000079102
O43439	ENSG00000078699
O75081	ENSG00000129993
P14921	ENSG00000134954
P15036	ENSG00000157557
Q9Y3M2	ENSG00000100211
Q8WUH1	ENSG00000258289
O75629	ENSG00000143162
Q5IJ48	ENSG00000148204
O00622	ENSG00000142871
Q99497	ENSG00000116288
P35659	ENSG00000124795
Q9C005	ENSG00000162961
Q01658	ENSG00000117505
Q8WYP5	ENSG00000153207
Q7Z589	ENSG00000158636
Q03111	ENSG00000130382
A1A519	ENSG00000164334
A6ND36	ENSG00000188522
Q99581	ENSG00000163497
Q13045	ENSG00000177731
P53539	ENSG00000125740
O94915	ENSG00000075539
O94992	ENSG00000186834
Q96MH2	ENSG00000168517
P54198	ENSG00000100084
Q96ST2	ENSG00000163166
Q6IE81	ENSG00000077684
P78504	ENSG00000101384
Q92833	ENSG00000008083
Q8IX03	ENSG00000113645
P05771	ENSG00000166501
Q9ULU4	ENSG00000101040
P24723	ENSG00000027075
P41743	ENSG00000163558
Q04759	ENSG00000065675
Q05513	ENSG00000067606
Q53QV2	ENSG00000213626
Q9H9Z2	ENSG00000131914
Q6ZN17	ENSG00000187772
Q6MZP7	ENSG00000189308
P12524	ENSG00000116990
P12980	ENSG00000104903
Q86UE4	ENSG00000147649
Q96JY0	ENSG00000143194
P61244	ENSG00000125952
O15151	ENSG00000198625
O94851	ENSG00000133816
Q7RTR2	ENSG00000167984
Q86WI3	ENSG00000140853
Q14207	ENSG00000149308
Q8TAX0	ENSG00000143867
Q8N2R0	ENSG00000164920
Q13635	ENSG00000185920
P35813	ENSG00000100614
P49593	ENSG00000100034
O14974	ENSG00000058272
O75807	ENSG00000087074
P29590	ENSG00000140464
Q86U86	ENSG00000163939
Q0D2K3	ENSG00000147223
P57055	ENSG00000183145
P23297	ENSG00000160678
P80511	ENSG00000163221
P05109	ENSG00000143546
P06702	ENSG00000163220
Q8N9R8	ENSG00000173611
Q01105	ENSG00000119335
P0DME0	ENSG00000230667
O95905	ENSG00000122882
Q8N1H7	ENSG00000179008
Q5PRF9	ENSG00000179134
O60248	ENSG00000129194
Q16384	ENSG00000126752
Q16385	ENSG00000241476
Q16385	ENSG00000268447
Q99909	ENSG00000165584
O60224	ENSG00000269791
O60224	ENSG00000268009
O60225	ENSG00000165583
Q7RTT5	ENSG00000187754
Q7RTT3	ENSG00000204648
Q15532	ENSG00000141380
A3KN83	ENSG00000139697
Q9Y2G9	ENSG00000064932
Q9Y2G9	ENSG00000278788
Q9UNS1	ENSG00000111602
P50616	ENSG00000141232
Q9UBK9	ENSG00000126756
Q9Y4B6	ENSG00000145041
O00744	ENSG00000169884
O96014	ENSG00000085741
P09544	ENSG00000105989
P56704	ENSG00000154342
P56705	ENSG00000162552
P41221	ENSG00000114251
Q9Y6F9	ENSG00000115596
O00755	ENSG00000154764
Q9H1J5	ENSG00000061492
Q6AWC2	ENSG00000151718
Q9ULE0	ENSG00000047644
Q8NE65	ENSG00000172687
Q6ZMS7	ENSG00000204946
P01100	ENSG00000170345
Q04864	ENSG00000162924
P07949	ENSG00000165731
P12931	ENSG00000197122
P15498	ENSG00000141968
P04628	ENSG00000125084
Q7Z2X4	ENSG00000153823
P61457	ENSG00000166228
Q9H0N5	ENSG00000132570
Q9H3M9	ENSG00000123594
Q9H6R0	ENSG00000005100
Q9HCE1	ENSG00000155363
Q9NQX0	ENSG00000061455
Q9UMS5	ENSG00000116793
Q8N3S3	ENSG00000006576
A6NE82	ENSG00000182315
A6NDZ8	ENSG00000205718
Q8IXJ9	ENSG00000171456
Q76L83	ENSG00000143970
Q9C0F0	ENSG00000141431
Q06416	ENSG00000212993
Q7RTT6	ENSG00000171483
Q7Z2F6	ENSG00000197302
Q96T37	ENSG00000162775
Q8NDT2	ENSG00000259956
Q8IXW5	ENSG00000122484
O14753	ENSG00000172818
O00110	ENSG00000105261
B7Z6K7	ENSG00000204514
P0CG00	ENSG00000267908
P0CG31	ENSG00000249459
B1APH4	ENSG00000243660
Q6ZN08	ENSG00000160229
P0CI00	ENSG00000215356
A8MUZ8	ENSG00000215372
A8MTY0	ENSG00000196081
A8MUV8	ENSG00000214652
Q6ZMV8	ENSG00000183850
P0CB33	ENSG00000223614
P0C7V5	ENSG00000224689
Q9Y3Y4	ENSG00000171016
Q8WXC3	ENSG00000169900
P31749	ENSG00000142208
Q6GYQ0	ENSG00000174373
Q9BYM8	ENSG00000125826
Q6T310	ENSG00000122035
Q96AH8	ENSG00000276600
Q92766	ENSG00000124782
Q8TDY2	ENSG00000023287
Q9NYW8	ENSG00000146587
Q96K30	ENSG00000139405
Q8NDN9	ENSG00000136144
Q13127	ENSG00000084093
O60896	ENSG00000122679
Q13546	ENSG00000137275
O43353	ENSG00000104312
Q9Y572	ENSG00000129465
P57078	ENSG00000183421
Q15262	ENSG00000152894
Q15262	ENSG00000273993
P04626	ENSG00000141736
Q15303	ENSG00000178568
Q06330	ENSG00000168214
Q9UBG7	ENSG00000124232
P78509	ENSG00000189056
Q96P16	ENSG00000141425
Q9NQG5	ENSG00000101413
Q9H4X1	ENSG00000102760
O43566	ENSG00000169220
Q8N122	ENSG00000141564
O00287	ENSG00000133111
Q92681	ENSG00000215695
Q8WUF5	ENSG00000104881
Q96T23	ENSG00000048649
P35251	ENSG00000035928
Q9H063	ENSG00000179632
Q96B86	ENSG00000182175
Q9UKL0	ENSG00000089902
Q8IZ40	ENSG00000167771
Q9P2K3	ENSG00000117625
Q96IS3	ENSG00000173976
Q9Y2V3	ENSG00000134438
P06400	ENSG00000139687
Q15291	ENSG00000117222
P28749	ENSG00000080839
Q08999	ENSG00000103479
Q7Z5J4	ENSG00000108557
P10276	ENSG00000131759
P10826	ENSG00000077092
P13631	ENSG00000172819
P19793	ENSG00000186350
P28702	ENSG00000204231
P28702	ENSG00000206289
P28702	ENSG00000228333
P28702	ENSG00000235712
P28702	ENSG00000231321
P28702	ENSG00000227322
P48443	ENSG00000143171
Q6NW40	ENSG00000174136
Q7Z5H3	ENSG00000128805
Q9NRY4	ENSG00000160007
O15085	ENSG00000132694
Q92974	ENSG00000116584
P25800	ENSG00000166407
P25791	ENSG00000135363
P84095	ENSG00000177105
Q15669	ENSG00000168421
P17081	ENSG00000119729
Q8NHV9	ENSG00000101883
Q9BQY4	ENSG00000131721
P0C7M4	ENSG00000203989
Q5D1E8	ENSG00000163874
Q15418	ENSG00000117676
Q15418	ENSG00000281877
P51812	ENSG00000177189
O75676	ENSG00000162302
O75582	ENSG00000100784
O43159	ENSG00000132275
Q8N488	ENSG00000163602
Q8N5U6	ENSG00000022840
Q8WVD5	ENSG00000110315
P38159	ENSG00000147274
Q96PK6	ENSG00000239306
Q14498	ENSG00000131051
Q01844	ENSG00000182944
O43251	ENSG00000100320
O43251	ENSG00000277564
Q93062	ENSG00000157110
Q9GZR2	ENSG00000148300
Q9GZR2	ENSG00000280706
Q6PD62	ENSG00000198730
Q8WVC0	ENSG00000166477
Q92541	ENSG00000137815
Q8N7H5	ENSG00000006712
P55199	ENSG00000105656
O00472	ENSG00000118985
Q9HB65	ENSG00000128886
Q9NP77	ENSG00000160075
Q8IYF1	ENSG00000206181
Q8NG57	ENSG00000183791
Q3SY89	ENSG00000275553
A6NLF2	ENSG00000274744
Q9NYV6	ENSG00000085721
Q9NYV6	ENSG00000278494
Q01196	ENSG00000159216
Q13950	ENSG00000124813
Q13761	ENSG00000020633
Q9Y265	ENSG00000175792
Q9Y230	ENSG00000183207
Q9Y3V2	ENSG00000122481
Q92736	ENSG00000198626
Q9NWH9	ENSG00000137776
Q96ES7	ENSG00000176476
Q9NSC2	ENSG00000103449
Q9Y467	ENSG00000165821
Q9BXA9	ENSG00000256463
Q9BXA9	ENSG00000277015
Q9UJQ4	ENSG00000101115
O95238	ENSG00000124664
Q9UHR5	ENSG00000161526
P82979	ENSG00000205323
Q15424	ENSG00000160633
Q14151	ENSG00000130254
P57086	ENSG00000171222
Q6R2W3	ENSG00000232040
Q6R2W3	ENSG00000248496
Q9BQB4	ENSG00000167941
Q6X4U4	ENSG00000171243
Q9UHJ3	ENSG00000163935
Q5VUG0	ENSG00000198879
O76054	ENSG00000100003
Q8N474	ENSG00000104332
Q96HF1	ENSG00000145423
Q6FHJ7	ENSG00000106483
Q5T4F7	ENSG00000120057
O95997	ENSG00000164611
O14640	ENSG00000107404
O14641	ENSG00000004975
Q92997	ENSG00000161202
Q92854	ENSG00000187764
Q9P0U3	ENSG00000079387
Q9HC62	ENSG00000163904
Q13501	ENSG00000161011
Q07955	ENSG00000136450
O75494	ENSG00000188529
Q92743	ENSG00000166033
P83110	ENSG00000170801
Q9Y3F4	ENSG00000023734
O75716	ENSG00000115661
Q13188	ENSG00000104375
Q9NRP7	ENSG00000163482
O14757	ENSG00000149554
O96017	ENSG00000183765
Q15139	ENSG00000184304
Q9BZL6	ENSG00000105287
O75460	ENSG00000178607
Q76MJ5	ENSG00000134398
P20794	ENSG00000111837
P42345	ENSG00000198793
Q16512	ENSG00000123143
Q16513	ENSG00000065243
P51957	ENSG00000114904
Q9UBE8	ENSG00000087095
Q9NQU5	ENSG00000137843
Q9NQU5	ENSG00000259288
P11309	ENSG00000137193
Q9P1W9	ENSG00000102096
Q9BXM7	ENSG00000158828
P53350	ENSG00000166851
Q9H4B4	ENSG00000173846
P37023	ENSG00000139567
O00141	ENSG00000118515
Q96BR1	ENSG00000104205
P57059	ENSG00000142178
Q9UHD2	ENSG00000183735
P30153	ENSG00000105568
P67775	ENSG00000113575
Q08209	ENSG00000138814
P16298	ENSG00000107758
Q9BXP5	ENSG00000087087
Q9UHV2	ENSG00000197019
Q14140	ENSG00000179833
Q9UJW9	ENSG00000167565
P11831	ENSG00000112658
Q8NEF9	ENSG00000151304
Q9UBL3	ENSG00000129691
Q9UN30	ENSG00000047634
Q9UQR0	ENSG00000102098
Q8N228	ENSG00000146285
Q05066	ENSG00000184895
O15266	ENSG00000185960
O60902	ENSG00000168779
P42224	ENSG00000115415
P52630	ENSG00000170581
P40763	ENSG00000168610
Q14765	ENSG00000138378
P42229	ENSG00000126561
P51692	ENSG00000173757
P42226	ENSG00000166888
Q9H7L9	ENSG00000111707
Q6IA17	ENSG00000185187
P81133	ENSG00000112246
Q14190	ENSG00000159263
P81877	ENSG00000145687
Q9BWW4	ENSG00000157216
Q9GZX7	ENSG00000111732
P84550	ENSG00000188779
Q2VWA4	ENSG00000215474
P12757	ENSG00000136603
P12755	ENSG00000157933
Q9NR83	ENSG00000125520
Q8TAD8	ENSG00000163877
P63165	ENSG00000116030
P61956	ENSG00000188612
Q99835	ENSG00000128602
Q16533	ENSG00000023608
Q13487	ENSG00000104976
Q92966	ENSG00000164975
Q5SXM2	ENSG00000165684
O75971	ENSG00000174446
Q13573	ENSG00000100603
P19634	ENSG00000090020
Q9NP59	ENSG00000138449
Q15465	ENSG00000164690
Q9UNH7	ENSG00000129515
Q9HB58	ENSG00000135899
Q9HB58	ENSG00000280755
Q8N0X7	ENSG00000133104
Q99932	ENSG00000137098
P09430	ENSG00000118245
Q5JUK2	ENSG00000165643
Q9NX45	ENSG00000120669
Q86W54	ENSG00000170469
Q9H9C1	ENSG00000151445
Q9BXG8	ENSG00000164299
Q9BT56	ENSG00000134548
P21453	ENSG00000170989
Q9NYA1	ENSG00000176170
Q13838	ENSG00000215425
Q13838	ENSG00000198563
Q13838	ENSG00000225073
Q13838	ENSG00000225859
Q13838	ENSG00000229496
Q13838	ENSG00000235439
Q13838	ENSG00000230624
Q15637	ENSG00000168066
P23246	ENSG00000116560
Q12872	ENSG00000061936
Q9GZT3	ENSG00000119705
Q86WV1	ENSG00000141293
Q9H6Q3	ENSG00000101082
O94864	ENSG00000119760
Q7KZF4	ENSG00000197157
Q96NU1	ENSG00000187634
P11474	ENSG00000173153
O95718	ENSG00000119715
Q13285	ENSG00000136931
Q9HD15	ENSG00000213523
P36956	ENSG00000072310
Q12772	ENSG00000198911
Q12770	ENSG00000114650
Q86WV6	ENSG00000184584
Q13033	ENSG00000196792
P63279	ENSG00000103275
P04179	ENSG00000112096
O60284	ENSG00000147488
Q9UMX1	ENSG00000107882
Q92922	ENSG00000173473
Q8TAQ2	ENSG00000139613
Q9H4L7	ENSG00000163104
Q9NZC9	ENSG00000138375
O60264	ENSG00000153147
Q12824	ENSG00000099956
Q12824	ENSG00000275837
Q96GM5	ENSG00000066117
Q92925	ENSG00000108604
Q6STE5	ENSG00000082014
Q969G3	ENSG00000073584
Q9P0W2	ENSG00000064961
O75529	ENSG00000135801
Q9Y6J9	ENSG00000162227
O95271	ENSG00000173273
Q13148	ENSG00000120948
O14981	ENSG00000095564
Q92804	ENSG00000270647
Q92804	ENSG00000276833
P20226	ENSG00000112592
P62380	ENSG00000028839
Q6SJ96	ENSG00000182521
P82094	ENSG00000144747
Q86VP1	ENSG00000106052
Q16650	ENSG00000136535
O43435	ENSG00000184058
O75333	ENSG00000167800
Q96SF7	ENSG00000092607
O95935	ENSG00000112837
O60806	ENSG00000143178
Q13207	ENSG00000121068
Q9UMR3	ENSG00000164532
Q9UL17	ENSG00000073861
Q9Y458	ENSG00000281700
Q9Y458	ENSG00000122145
Q9Y458	ENSG00000277800
O15119	ENSG00000135111
P57082	ENSG00000121075
Q99593	ENSG00000089225
O95947	ENSG00000149922
P17542	ENSG00000162367
Q16559	ENSG00000186051
P31314	ENSG00000107807
O43763	ENSG00000115297
O43711	ENSG00000164438
P10747	ENSG00000178562
P04234	ENSG00000167286
P0C1Z6	ENSG00000105619
P0C1Z6	ENSG00000278161
P0C1Z6	ENSG00000276022
P0C1Z6	ENSG00000273833
P0C1Z6	ENSG00000274073
P0C1Z6	ENSG00000276263
P0C1Z6	ENSG00000276296
P0C1Z6	ENSG00000276504
P0C1Z6	ENSG00000275086
P0C1Z6	ENSG00000276323
Q8TDR4	ENSG00000242220
Q6ZSZ6	ENSG00000179981
Q9NRE2	ENSG00000182463
Q63HK5	ENSG00000121297
O14746	ENSG00000164362
Q9NYB0	ENSG00000166848
Q9UKZ4	ENSG00000009694
Q9NT68	ENSG00000145934
P13385	ENSG00000241186
Q5TAX3	ENSG00000134744
Q6SA08	ENSG00000139908
Q9H2G4	ENSG00000184205
Q7Z4L5	ENSG00000123607
Q8N0Z6	ENSG00000136319
Q9UNN4	ENSG00000242441
P19447	ENSG00000163161
P18074	ENSG00000104884
P36897	ENSG00000106799
Q9NVV9	ENSG00000131931
Q96EK4	ENSG00000168286
Q9BT49	ENSG00000184436
P10599	ENSG00000136810
P30048	ENSG00000165672
Q9H3M7	ENSG00000265972
Q96FV9	ENSG00000079134
Q86V81	ENSG00000183684
Q13769	ENSG00000100296
Q9H6P5	ENSG00000089123
O94900	ENSG00000198846
Q92748	ENSG00000151365
P10827	ENSG00000126351
Q9Y2W1	ENSG00000054118
P10828	ENSG00000151090
Q15654	ENSG00000087077
Q9P031	ENSG00000133773
Q10587	ENSG00000167074
Q8IUC6	ENSG00000127666
P33681	ENSG00000121594
P42081	ENSG00000114013
Q6NT89	ENSG00000253368
Q15025	ENSG00000145901
Q8NFZ5	ENSG00000168884
Q13077	ENSG00000056558
Q12933	ENSG00000127191
Q13114	ENSG00000131323
O00463	ENSG00000082512
Q9Y4K3	ENSG00000175104
P58753	ENSG00000150455
O60603	ENSG00000137462
O15455	ENSG00000164342
O00206	ENSG00000136869
Q9NR96	ENSG00000239732
Q96NM4	ENSG00000124191
O15405	ENSG00000103460
O94842	ENSG00000092203
O43715	ENSG00000170855
Q9UPV9	ENSG00000182606
O60296	ENSG00000115993
P0DI81	ENSG00000196459
P23771	ENSG00000107485
P51532	ENSG00000127616
P10071	ENSG00000106571
P10242	ENSG00000118513
Q00577	ENSG00000185129
Q96QR8	ENSG00000146676
Q96BN2	ENSG00000152382
Q86TJ2	ENSG00000173011
O75528	ENSG00000171148
P46937	ENSG00000137693
P28347	ENSG00000187079
Q15561	ENSG00000197905
Q15562	ENSG00000074219
Q99594	ENSG00000007866
Q96PN7	ENSG00000124496
P46100	ENSG00000085224
P11308	ENSG00000157554
Q86T24	ENSG00000177485
P49711	ENSG00000102974
Q8NI51	ENSG00000124092
Q12986	ENSG00000086102
Q86YP4	ENSG00000167491
Q8WXI9	ENSG00000143614
Q8WXI9	ENSG00000261992
P25490	ENSG00000100811
Q9BWW7	ENSG00000261678
Q9NQ03	ENSG00000215397
Q9NPA8	ENSG00000120533
Q96HZ4	ENSG00000144485
Q99990	ENSG00000102243
Q8N8G2	ENSG00000170162
A8MV65	ENSG00000206538
Q14135	ENSG00000144560
P60002	ENSG00000130165
Q8N8B7	ENSG00000176896
P23193	ENSG00000187735
Q15560	ENSG00000171703
O75764	ENSG00000204219
Q15170	ENSG00000172465
Q9H3H9	ENSG00000184905
Q969E4	ENSG00000196507
Q96EI5	ENSG00000133142
Q5H9L2	ENSG00000204065
Q6IPX3	ENSG00000204071
Q9BRU2	ENSG00000182916
Q8IYN2	ENSG00000180964
Q15369	ENSG00000154582
Q14241	ENSG00000011007
Q96QE5	ENSG00000172171
P63272	ENSG00000213246
O00267	ENSG00000196235
Q7KZ85	ENSG00000109111
O14776	ENSG00000113649
Q99081	ENSG00000140262
Q12870	ENSG00000125878
Q9Y242	ENSG00000137310
Q9UGU0	ENSG00000100207
Q9UGU0	ENSG00000262024
Q9UGU0	ENSG00000276461
Q9UGU0	ENSG00000280467
Q9UGU0	ENSG00000281897
O43680	ENSG00000118526
Q7RTU0	ENSG00000261787
Q9BQ70	ENSG00000141002
P15884	ENSG00000196628
P36402	ENSG00000081059
Q9HCS4	ENSG00000152284
Q9NQB0	ENSG00000148737
Q00059	ENSG00000108064
P05412	ENSG00000177606
P05549	ENSG00000137203
Q92481	ENSG00000008196
Q7Z6R9	ENSG00000008197
Q6VUC0	ENSG00000116819
Q92754	ENSG00000087510
Q01664	ENSG00000090447
P20290	ENSG00000145741
Q9UH73	ENSG00000164330
Q9HAK2	ENSG00000221818
Q9H4W6	ENSG00000108001
Q9BQW3	ENSG00000088881
Q9NZI6	ENSG00000115112
Q14186	ENSG00000198176
Q14188	ENSG00000114126
Q5H9I0	ENSG00000183434
P15923	ENSG00000071564
Q01094	ENSG00000101412
Q14209	ENSG00000007968
O00716	ENSG00000112242
Q16254	ENSG00000205250
O75461	ENSG00000169016
Q96AV8	ENSG00000165891
A0AVK6	ENSG00000129173
P19532	ENSG00000068323
Q66K89	ENSG00000167967
P19484	ENSG00000112561
O14948	ENSG00000105967
P41212	ENSG00000139083
Q9Y603	ENSG00000010030
P43694	ENSG00000136574
Q9BWX5	ENSG00000130700
Q92908	ENSG00000141448
Q14469	ENSG00000114315
Q9Y543	ENSG00000069812
Q5TGS1	ENSG00000173673
Q9HCC6	ENSG00000188290
Q5TA89	ENSG00000197921
Q5TA89	ENSG00000273529
Q9BYE0	ENSG00000179111
P31629	ENSG00000010818
Q5T1R4	ENSG00000127124
Q92664	ENSG00000122034
Q9HAW0	ENSG00000104221
Q92994	ENSG00000185024
P17275	ENSG00000171223
P17535	ENSG00000130522
P52954	ENSG00000138136
Q6XYB7	ENSG00000179528
Q9UL49	ENSG00000101190
O75444	ENSG00000178573
Q8NHW3	ENSG00000182759
Q9Y5Q3	ENSG00000204103
Q9ULX9	ENSG00000185022
O15525	ENSG00000197063
O60675	ENSG00000198517
Q16621	ENSG00000123405
Q9BRP0	ENSG00000125850
Q04206	ENSG00000173039
P17947	ENSG00000066336
Q01201	ENSG00000104856
P48380	ENSG00000080298
Q33E94	ENSG00000111783
O00570	ENSG00000182968
P56693	ENSG00000100146
P35716	ENSG00000176887
O15370	ENSG00000177732
Q9UN79	ENSG00000143842
O95416	ENSG00000168875
Q9H6I2	ENSG00000164736
P35713	ENSG00000203883
P48431	ENSG00000181449
Q9Y651	ENSG00000125285
P41225	ENSG00000134595
O94993	ENSG00000039600
Q06945	ENSG00000124766
P35711	ENSG00000134532
P35712	ENSG00000110693
Q9BT81	ENSG00000171056
P57073	ENSG00000005513
P48436	ENSG00000125398
P08047	ENSG00000185591
Q02086	ENSG00000167182
Q02447	ENSG00000172845
Q02446	ENSG00000105866
Q6BEB4	ENSG00000204335
Q3SY56	ENSG00000189120
Q8TDD2	ENSG00000170374
Q8IXZ3	ENSG00000164651
P0CG40	ENSG00000217236
Q01892	ENSG00000269404
Q8N5J4	ENSG00000166211
Q8NEM7	ENSG00000102710
A6H8Y1	ENSG00000145734
A6H8Y1	ENSG00000273873
O15391	ENSG00000230797
P52655	ENSG00000165417
P52657	ENSG00000140307
Q00403	ENSG00000137947
P29084	ENSG00000197265
P21675	ENSG00000147133
Q12962	ENSG00000166337
Q15544	ENSG00000064995
Q16514	ENSG00000120656
Q15543	ENSG00000197780
Q8IZX4	ENSG00000122728
Q6P1X5	ENSG00000064313
Q5VWG9	ENSG00000165632
O00268	ENSG00000130699
Q92750	ENSG00000141384
Q15542	ENSG00000148835
P49848	ENSG00000106290
Q15545	ENSG00000178913
Q5H9L4	ENSG00000102387
Q7Z7C8	ENSG00000137413
Q16594	ENSG00000273841
Q16594	ENSG00000085231
Q16594	ENSG00000276463
Q9HBM6	ENSG00000187325
O75486	ENSG00000196284
O15164	ENSG00000122779
Q13263	ENSG00000130726
O14867	ENSG00000156273
Q9BYV9	ENSG00000112182
Q15361	ENSG00000125482
Q99551	ENSG00000127989
Q9UNY4	ENSG00000116830
Q49AM1	ENSG00000120832
Q96E29	ENSG00000156469
Q7Z6M4	ENSG00000122085
Q04724	ENSG00000196781
Q04725	ENSG00000065717
Q04726	ENSG00000140332
Q04727	ENSG00000106829
Q9H808	ENSG00000104953
Q9Y4A5	ENSG00000196367
P01137	ENSG00000105329
O43294	ENSG00000140682
P10600	ENSG00000119699
Q8WUH2	ENSG00000135966
Q03167	ENSG00000069702
Q9UI15	ENSG00000144834
Q8IU80	ENSG00000187045
Q9NV29	ENSG00000166292
B2RXF0	ENSG00000234224
Q96RU8	ENSG00000173334
Q96RU7	ENSG00000101255
Q96RS0	ENSG00000137574
O15417	ENSG00000182095
Q14142	ENSG00000106785
Q9C019	ENSG00000137384
Q9C019	ENSG00000204610
Q9C019	ENSG00000235259
Q9C019	ENSG00000227147
Q9C019	ENSG00000235960
Q9C019	ENSG00000233599
Q9C019	ENSG00000235905
Q9C019	ENSG00000224145
O95361	ENSG00000221926
Q12899	ENSG00000137313
Q12899	ENSG00000231002
Q12899	ENSG00000234046
Q12899	ENSG00000228881
Q12899	ENSG00000231641
Q12899	ENSG00000226060
Q12899	ENSG00000230230
Q12899	ENSG00000234127
Q14134	ENSG00000137699
Q9BYJ4	ENSG00000258659
Q6P9F5	ENSG00000204614
Q6P9F5	ENSG00000172524
Q6P9F5	ENSG00000237046
Q6P9F5	ENSG00000228001
Q6P9F5	ENSG00000224496
Q9C035	ENSG00000132256
Q96A61	ENSG00000183718
P26651	ENSG00000128016
Q9Y606	ENSG00000177192
P48788	ENSG00000130598
Q15714	ENSG00000102804
O75157	ENSG00000196428
Q99576	ENSG00000157514
Q9Y3Q8	ENSG00000166925
O75386	ENSG00000078246
Q9NRJ4	ENSG00000130338
P49815	ENSG00000103197
Q9UBB9	ENSG00000100109
P01375	ENSG00000204490
P01375	ENSG00000206439
P01375	ENSG00000228321
P01375	ENSG00000228849
P01375	ENSG00000230108
P01375	ENSG00000223952
P01375	ENSG00000232810
P21580	ENSG00000118503
O14788	ENSG00000120659
Q9UNG2	ENSG00000120337
P23510	ENSG00000117586
P48023	ENSG00000117560
P32971	ENSG00000106952
Q9Y6Q6	ENSG00000141655
P19438	ENSG00000067182
Q9HAV5	ENSG00000131080
P43489	ENSG00000186827
P25942	ENSG00000101017
Q15628	ENSG00000102871
Q9H3D4	ENSG00000073282
Q96A56	ENSG00000164938
Q8IXH6	ENSG00000078804
O15350	ENSG00000078900
Q8N726	ENSG00000147889
Q12888	ENSG00000067369
Q99816	ENSG00000074319
Q9GZX9	ENSG00000128791
Q15672	ENSG00000122691
Q8WVJ9	ENSG00000233608
P50052	ENSG00000180772
P00519	ENSG00000097007
Q9UIG0	ENSG00000009954
Q06187	ENSG00000010671
P16591	ENSG00000151422
P08631	ENSG00000101336
O60674	ENSG00000096968
P52333	ENSG00000105639
P43405	ENSG00000165025
Q01974	ENSG00000169071
P42681	ENSG00000074966
Q15678	ENSG00000152104
Q8TED0	ENSG00000164338
Q9NPG3	ENSG00000118900
Q6ZU65	ENSG00000157741
Q92995	ENSG00000058056
Q9Y4E8	ENSG00000135655
Q9Y5T5	ENSG00000156256
O75604	ENSG00000036672
Q9UK80	ENSG00000143258
Q9UPT9	ENSG00000124422
Q9Y6I4	ENSG00000140455
Q96K76	ENSG00000170242
Q70EK9	ENSG00000247746
Q93009	ENSG00000187555
Q9NQC7	ENSG00000083799
Q9Y5K5	ENSG00000116750
P63146	ENSG00000119048
P68036	ENSG00000185651
P61088	ENSG00000177889
Q13404	ENSG00000244687
Q05086	ENSG00000114062
Q96BN8	ENSG00000154124
O15294	ENSG00000147162
Q9UM54	ENSG00000196586
O94763	ENSG00000105176
Q5T230	ENSG00000171794
Q9Y224	ENSG00000087302
Q9NZI7	ENSG00000153560
P22415	ENSG00000158773
Q15853	ENSG00000105698
P11684	ENSG00000149021
Q9BRG1	ENSG00000131475
Q86VN1	ENSG00000136100
Q15906	ENSG00000163159
Q96H20	ENSG00000159210
P15692	ENSG00000112715
Q14119	ENSG00000136451
Q86WP2	ENSG00000062194
Q9HC44	ENSG00000159592
Q5SQQ9	ENSG00000148704
Q9UIW0	ENSG00000116035
P98155	ENSG00000147852
Q96AW1	ENSG00000154978
O60504	ENSG00000120896
Q9NZR4	ENSG00000100987
